,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,month_int,cons.conf.idx,emp.var.rate,euribor3m,nr.employed,cons.price.idx
20092,45,management,married,tertiary,no,0,no,no,cellular,11,aug,1.7,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20093,41,housemaid,married,secondary,no,13,no,no,cellular,11,aug,2.58,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20094,34,technician,married,tertiary,no,116,no,no,cellular,11,aug,2.42,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20095,39,management,married,tertiary,no,380,no,no,cellular,11,aug,1.28,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20096,46,technician,married,secondary,no,6086,no,no,cellular,11,aug,3.5,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20097,34,technician,married,secondary,no,50,no,no,cellular,11,aug,1.77,3,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20098,49,entrepreneur,married,secondary,no,348,no,no,cellular,11,aug,1.75,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20099,32,technician,married,secondary,no,212,yes,no,cellular,11,aug,1.63,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20100,35,management,married,tertiary,no,106,no,yes,cellular,11,aug,9.8,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20101,53,management,married,tertiary,no,618,no,no,cellular,11,aug,1.22,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20102,36,management,single,tertiary,no,553,no,no,cellular,11,aug,1.77,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20103,49,blue-collar,married,primary,no,-232,no,yes,cellular,11,aug,1.77,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20104,32,self-employed,married,tertiary,no,1214,no,no,cellular,11,aug,1.73,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20105,39,technician,divorced,secondary,no,454,no,no,cellular,11,aug,1.22,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20106,46,housemaid,divorced,primary,no,41,no,no,cellular,11,aug,1.67,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20107,38,management,married,tertiary,no,1440,no,no,cellular,11,aug,1.85,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20108,57,management,married,tertiary,no,2416,no,no,cellular,11,aug,1.23,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20109,44,technician,married,secondary,no,5163,no,no,cellular,11,aug,0.8,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20110,31,technician,married,tertiary,no,1496,yes,no,cellular,11,aug,5.05,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20111,51,management,married,tertiary,no,385,no,no,cellular,11,aug,0.65,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20112,56,management,married,tertiary,no,705,no,yes,cellular,11,aug,1.43,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20113,52,admin.,married,secondary,no,347,no,no,cellular,11,aug,3.62,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20114,35,technician,single,tertiary,no,2277,no,yes,cellular,11,aug,0.92,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20115,47,management,married,tertiary,no,838,no,no,cellular,11,aug,1.2,3,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20116,30,technician,married,secondary,no,274,yes,yes,cellular,11,aug,1.62,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20117,42,management,married,tertiary,no,687,no,no,cellular,11,aug,11.12,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20118,38,management,married,tertiary,no,1100,no,yes,cellular,11,aug,5.78,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20121,46,management,married,tertiary,no,5108,no,no,cellular,11,aug,2.75,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20122,48,blue-collar,married,primary,no,476,no,no,cellular,11,aug,14.27,3,-1,0,success,1,8,-36.1,1.4,4.97,5228.1,93.444
20123,34,management,divorced,tertiary,no,4231,yes,no,cellular,11,aug,6.37,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20124,31,management,married,tertiary,no,0,no,no,cellular,11,aug,1.4,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20125,55,management,married,tertiary,no,161,no,no,cellular,11,aug,3.77,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20126,34,technician,married,secondary,no,268,no,no,cellular,11,aug,0.78,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20128,32,technician,single,secondary,no,321,yes,no,cellular,11,aug,2.6,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20129,35,technician,single,secondary,no,14,no,no,cellular,11,aug,1.88,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20130,53,management,married,tertiary,no,657,no,no,cellular,11,aug,2.45,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20131,36,management,married,tertiary,no,9,no,no,cellular,11,aug,6.43,4,-1,0,success,1,8,-36.1,1.4,4.97,5228.1,93.444
20132,54,retired,married,secondary,no,2950,no,no,cellular,11,aug,0.75,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20133,33,technician,married,tertiary,no,8408,no,no,cellular,11,aug,2.02,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20134,55,technician,married,secondary,no,462,no,no,cellular,11,aug,1.93,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20135,30,entrepreneur,married,tertiary,no,5,no,no,cellular,11,aug,2.1,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20136,30,student,single,tertiary,no,7513,no,no,cellular,11,aug,4.48,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20137,60,retired,married,primary,no,115,no,no,cellular,11,aug,1.37,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20138,33,management,divorced,tertiary,no,348,no,no,cellular,11,aug,1.18,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20139,39,technician,married,secondary,no,394,no,no,cellular,11,aug,3.63,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20140,43,services,married,tertiary,no,2764,no,no,cellular,11,aug,4.5,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20141,39,technician,married,secondary,no,-112,no,yes,cellular,11,aug,3.12,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20142,31,management,single,tertiary,no,319,yes,no,cellular,11,aug,9.42,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20143,58,housemaid,divorced,primary,no,3568,no,no,cellular,11,aug,3.77,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20144,56,technician,married,secondary,no,944,no,no,cellular,11,aug,2.87,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20145,35,technician,single,secondary,no,2,no,no,cellular,11,aug,3.98,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20146,45,technician,married,secondary,no,1410,no,no,cellular,11,aug,1.18,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20147,48,blue-collar,married,primary,no,3886,no,no,cellular,11,aug,4.95,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20148,56,blue-collar,married,secondary,no,2750,no,no,cellular,11,aug,1.92,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20149,32,management,divorced,tertiary,no,787,yes,no,cellular,11,aug,1.2,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20150,32,management,single,secondary,no,67,no,no,cellular,11,aug,0.92,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20151,56,retired,married,secondary,no,646,no,no,cellular,11,aug,2.73,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20152,44,technician,married,secondary,no,1879,yes,no,cellular,11,aug,1.47,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20153,31,management,single,tertiary,no,98,no,no,cellular,11,aug,1.15,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20154,37,technician,married,secondary,no,3043,no,no,cellular,11,aug,2.05,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20155,46,technician,married,tertiary,no,405,no,no,cellular,11,aug,2.3,3,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20156,45,technician,married,secondary,no,1395,yes,no,cellular,11,aug,4.05,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20157,30,technician,married,tertiary,no,564,yes,no,cellular,11,aug,2.77,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20158,27,admin.,married,tertiary,no,174,yes,yes,cellular,11,aug,1.37,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20159,60,management,married,tertiary,no,371,no,yes,cellular,11,aug,1.7,8,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20160,52,blue-collar,married,primary,no,0,no,no,cellular,11,aug,2.98,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20161,36,management,single,tertiary,no,0,no,no,cellular,11,aug,1.8,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20162,30,technician,single,secondary,no,44,no,no,cellular,11,aug,3.12,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20163,39,technician,married,tertiary,no,-276,no,yes,cellular,11,aug,2.02,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20164,50,blue-collar,married,primary,no,2167,no,no,cellular,11,aug,2.05,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20165,31,management,single,tertiary,no,69,no,no,cellular,11,aug,4.28,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20166,37,management,single,tertiary,no,340,no,no,cellular,11,aug,1.5,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20167,40,management,divorced,tertiary,no,99,no,no,cellular,11,aug,4.58,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20168,33,management,married,tertiary,no,644,no,no,cellular,11,aug,1.65,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20170,30,management,single,secondary,no,0,no,no,cellular,11,aug,1.68,5,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20171,34,management,married,tertiary,no,5665,no,no,cellular,11,aug,1.2,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20172,59,retired,married,tertiary,no,3843,no,no,cellular,11,aug,1.73,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20173,55,technician,married,secondary,no,756,no,no,cellular,11,aug,3.5,3,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20174,30,technician,single,tertiary,no,699,yes,no,cellular,11,aug,3.55,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20175,30,management,married,tertiary,no,131,yes,no,cellular,11,aug,6.4,6,-1,0,success,1,8,-36.1,1.4,4.97,5228.1,93.444
20178,31,technician,single,secondary,no,7567,no,no,cellular,11,aug,1.17,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20179,50,blue-collar,married,secondary,no,235,no,no,cellular,11,aug,1.18,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20180,31,technician,single,tertiary,no,1463,no,no,cellular,11,aug,1.62,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20181,33,housemaid,married,primary,no,0,no,no,cellular,11,aug,3.95,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20182,34,technician,single,tertiary,no,370,no,no,cellular,11,aug,1.93,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20183,31,technician,single,tertiary,no,614,no,no,cellular,11,aug,1.2,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20184,46,self-employed,married,tertiary,no,2421,no,no,cellular,11,aug,2.83,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20185,30,management,single,tertiary,no,2123,no,no,cellular,11,aug,3.62,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20186,35,management,single,tertiary,no,361,yes,no,cellular,11,aug,2.82,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20187,49,services,married,secondary,no,112,no,no,cellular,11,aug,1.62,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20188,45,blue-collar,married,primary,no,0,no,no,cellular,11,aug,1.32,6,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20189,31,management,single,tertiary,no,15,no,no,cellular,11,aug,1.98,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20190,35,technician,single,tertiary,no,272,no,no,cellular,11,aug,1.43,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20191,54,management,married,tertiary,no,500,yes,no,cellular,11,aug,0.93,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20192,42,technician,married,secondary,no,5455,no,no,cellular,11,aug,2.48,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20193,34,technician,single,secondary,no,1763,no,no,cellular,11,aug,4.1,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20194,43,management,single,tertiary,no,0,no,no,cellular,11,aug,2.58,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20195,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,2.32,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20196,43,technician,divorced,secondary,no,159,no,no,cellular,11,aug,2.67,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20197,47,blue-collar,married,primary,no,4520,no,no,cellular,11,aug,5.93,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20198,31,management,single,tertiary,no,448,yes,no,cellular,11,aug,2.25,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20199,32,technician,married,secondary,no,3184,yes,no,cellular,11,aug,2.25,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20200,35,technician,married,secondary,no,0,no,no,cellular,11,aug,5.15,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20201,46,self-employed,married,secondary,no,942,no,no,cellular,11,aug,0.88,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20202,59,retired,married,secondary,no,997,no,yes,cellular,11,aug,4.17,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20203,30,management,single,tertiary,no,4889,no,no,cellular,11,aug,9.08,2,-1,0,success,1,8,-36.1,1.4,4.97,5228.1,93.444
20204,34,technician,divorced,secondary,no,259,no,no,cellular,11,aug,5.27,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20205,53,services,married,secondary,no,1242,no,no,cellular,11,aug,2.8,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20206,59,management,married,tertiary,no,518,no,no,cellular,11,aug,3.83,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20209,43,technician,divorced,secondary,no,1532,no,no,cellular,11,aug,1.02,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20210,45,technician,married,tertiary,no,1780,no,no,cellular,11,aug,0.87,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20211,36,management,married,tertiary,no,-2,no,no,cellular,11,aug,4.03,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20212,30,technician,single,secondary,no,54,no,no,cellular,11,aug,3.23,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20213,34,management,single,tertiary,no,-292,yes,no,cellular,11,aug,1.85,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20214,42,housemaid,married,primary,no,-209,no,yes,cellular,11,aug,1.5,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20215,60,retired,married,secondary,no,1210,no,no,cellular,11,aug,3.85,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20217,45,blue-collar,married,primary,no,2388,no,no,cellular,11,aug,5.28,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20218,33,technician,married,secondary,no,3470,no,no,cellular,11,aug,4.75,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20219,40,management,divorced,secondary,no,1148,yes,no,cellular,11,aug,1.75,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20220,41,technician,single,secondary,no,214,no,no,cellular,11,aug,3.8,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20221,33,management,married,tertiary,no,901,no,no,cellular,11,aug,1.27,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20222,34,technician,married,secondary,no,1569,no,no,cellular,11,aug,2.48,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20223,34,management,married,tertiary,no,0,no,no,cellular,11,aug,5.52,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20224,39,management,married,tertiary,no,246,no,no,cellular,11,aug,1.43,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20225,46,admin.,married,secondary,no,1804,no,no,cellular,11,aug,1.33,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20226,43,technician,married,secondary,no,7876,yes,no,cellular,11,aug,3.48,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20227,33,management,single,tertiary,no,1120,no,no,cellular,11,aug,17.83,2,-1,0,success,1,8,-36.1,1.4,4.97,5228.1,93.444
20228,57,housemaid,married,primary,no,2785,no,no,cellular,11,aug,10.17,4,-1,0,success,1,8,-36.1,1.4,4.97,5228.1,93.444
20229,32,housemaid,married,tertiary,no,834,no,no,cellular,11,aug,2.4,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20230,31,technician,single,tertiary,no,3194,no,no,cellular,11,aug,2.33,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20231,30,technician,married,secondary,no,671,no,no,cellular,11,aug,1.6,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20232,46,technician,married,secondary,no,159,no,yes,cellular,11,aug,2.32,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20234,60,management,single,tertiary,no,2190,no,no,cellular,11,aug,10.02,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20235,60,retired,married,secondary,no,-240,no,no,cellular,11,aug,2.53,6,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20236,33,management,single,tertiary,no,0,no,no,cellular,11,aug,11.65,7,-1,0,success,1,8,-36.1,1.4,4.97,5228.1,93.444
20237,32,admin.,married,secondary,no,344,yes,yes,cellular,11,aug,4.25,15,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20238,35,technician,married,tertiary,no,416,no,no,cellular,11,aug,9.85,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20239,59,blue-collar,married,primary,no,754,no,no,cellular,11,aug,3.75,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20240,30,technician,married,tertiary,no,1045,no,no,cellular,11,aug,1.08,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20241,47,blue-collar,married,primary,no,4040,no,no,cellular,11,aug,0.88,5,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20242,53,housemaid,married,primary,no,1869,no,no,cellular,11,aug,1.7,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20243,41,technician,divorced,tertiary,no,3465,yes,no,cellular,11,aug,6.48,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20244,45,blue-collar,married,secondary,no,751,no,no,cellular,11,aug,2.93,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20245,35,management,married,tertiary,no,43,no,no,cellular,11,aug,15.28,4,-1,0,success,1,8,-36.1,1.4,4.97,5228.1,93.444
20246,32,unemployed,married,tertiary,no,1364,no,no,cellular,11,aug,1.73,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20247,34,management,married,tertiary,no,1666,no,no,cellular,11,aug,0.6,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20248,60,retired,married,primary,no,172,no,no,cellular,11,aug,4.12,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20250,41,management,divorced,tertiary,no,4495,yes,no,cellular,11,aug,0.92,5,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20251,30,technician,single,secondary,no,3096,yes,no,cellular,11,aug,4.53,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20252,40,housemaid,married,secondary,no,116,no,no,cellular,11,aug,18.32,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20253,37,admin.,married,tertiary,no,801,no,no,cellular,11,aug,5.52,7,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20254,33,management,married,tertiary,no,540,no,no,cellular,11,aug,1.32,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20255,45,technician,married,tertiary,no,548,no,no,cellular,11,aug,1.8,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20257,46,management,single,tertiary,no,379,no,no,cellular,11,aug,1.38,6,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20259,51,technician,divorced,secondary,no,0,no,no,cellular,11,aug,2.95,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20260,36,management,single,tertiary,no,4123,no,no,cellular,11,aug,2.43,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20261,33,management,married,tertiary,no,752,yes,no,cellular,11,aug,1.73,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20262,49,technician,divorced,tertiary,no,917,no,no,cellular,11,aug,2.75,6,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20263,34,entrepreneur,married,secondary,no,223,no,yes,cellular,11,aug,1.72,6,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20264,33,technician,divorced,secondary,no,370,yes,no,cellular,11,aug,2.42,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20265,57,blue-collar,married,primary,no,856,no,no,cellular,11,aug,3.23,6,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20266,34,technician,married,tertiary,no,0,no,no,cellular,11,aug,1.13,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20267,55,housemaid,married,primary,no,578,no,no,cellular,11,aug,3.15,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20269,59,retired,married,secondary,no,1980,no,no,cellular,11,aug,3.08,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20270,32,technician,single,tertiary,no,300,no,no,cellular,11,aug,2.72,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20271,53,management,married,tertiary,no,0,no,no,cellular,11,aug,10.13,2,-1,0,success,1,8,-36.1,1.4,4.97,5228.1,93.444
20272,36,management,single,tertiary,no,741,no,no,cellular,11,aug,3.57,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20273,31,management,divorced,tertiary,no,416,no,no,cellular,11,aug,0.55,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20274,46,technician,divorced,secondary,no,256,no,no,cellular,11,aug,1.75,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20275,58,management,married,tertiary,no,889,no,no,cellular,11,aug,2.02,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20276,50,services,married,secondary,no,1,no,no,telephone,11,aug,1.33,10,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20277,46,services,married,secondary,no,2703,no,no,cellular,11,aug,3.52,6,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20278,58,retired,married,primary,no,0,no,no,cellular,11,aug,9.43,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20279,31,management,single,tertiary,no,498,no,no,cellular,11,aug,3.03,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20280,49,services,married,secondary,no,653,no,no,cellular,11,aug,5.28,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20281,30,management,married,tertiary,no,2960,no,no,cellular,11,aug,6.17,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20282,37,management,single,secondary,no,24,yes,yes,cellular,11,aug,3.87,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20283,59,services,married,secondary,no,108,no,no,cellular,11,aug,2.0,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20284,43,technician,married,secondary,no,3723,yes,no,cellular,11,aug,2.23,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20285,38,technician,divorced,secondary,no,410,no,no,cellular,11,aug,1.05,6,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20286,55,technician,single,secondary,no,149,yes,no,cellular,11,aug,1.72,15,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20287,30,management,single,tertiary,no,725,no,no,cellular,11,aug,1.15,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20288,39,management,married,secondary,no,215,no,no,cellular,11,aug,19.02,4,-1,0,success,1,8,-36.1,1.4,4.97,5228.1,93.444
20289,33,management,married,tertiary,no,299,no,no,cellular,11,aug,6.3,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20290,48,blue-collar,married,secondary,no,794,no,no,cellular,11,aug,2.25,6,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20291,41,management,married,secondary,no,456,yes,no,cellular,11,aug,12.23,4,-1,0,success,1,8,-36.1,1.4,4.97,5228.1,93.444
20292,41,technician,single,secondary,no,134,no,yes,cellular,11,aug,2.55,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20293,53,self-employed,married,tertiary,no,217,no,no,cellular,11,aug,2.02,5,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20294,47,technician,married,tertiary,no,1127,no,no,cellular,11,aug,2.22,6,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20295,55,blue-collar,married,primary,no,1512,no,no,cellular,11,aug,4.37,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20296,32,management,single,secondary,no,2018,no,no,cellular,11,aug,20.63,1,-1,0,success,1,8,-36.1,1.4,4.97,5228.1,93.444
20297,36,housemaid,single,secondary,no,28,no,yes,cellular,11,aug,2.48,2,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20298,32,technician,married,secondary,no,999,no,no,cellular,11,aug,6.37,3,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20299,40,technician,married,secondary,yes,32,yes,no,cellular,11,aug,0.92,4,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
20300,34,management,single,tertiary,no,421,no,no,cellular,11,aug,6.38,3,-1,0,success,0,8,-36.1,1.4,4.97,5228.1,93.444
