age,job,marital,education,default,balance,housing,loan,day,duration,campaign,pdays,previous,poutcome,y,month_int,cons.conf.idx,emp.var.rate,euribor3m,nr.employed,cons.price.idx
52,blue-collar,single,primary,no,0,no,no,15,2.18,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
33,services,divorced,secondary,no,437,yes,no,15,3.07,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
60,retired,married,secondary,no,0,no,no,15,1.57,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
35,management,divorced,tertiary,no,286,yes,no,15,2.73,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
47,admin.,married,secondary,no,0,yes,no,15,0.93,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
34,services,married,secondary,no,1005,yes,no,15,4.57,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
31,blue-collar,married,secondary,no,-84,no,yes,15,1.25,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
52,entrepreneur,married,secondary,yes,-36,no,yes,15,3.32,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
43,entrepreneur,married,secondary,no,860,yes,yes,15,2.18,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
38,entrepreneur,married,tertiary,no,7752,yes,no,15,2.3,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
35,blue-collar,single,secondary,no,3508,yes,no,15,1.57,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
53,management,divorced,secondary,no,425,no,no,15,6.93,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
34,housemaid,married,secondary,no,390,yes,no,15,10.98,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
34,technician,married,secondary,no,223,yes,no,15,3.37,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
37,housemaid,married,primary,no,0,no,yes,15,4.42,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
61,retired,married,secondary,no,76,yes,no,15,3.25,7,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
50,blue-collar,married,secondary,no,-731,yes,no,15,6.68,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
44,admin.,married,secondary,no,100,yes,no,15,1.18,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
59,retired,married,primary,no,-90,no,yes,15,0.68,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
37,management,single,tertiary,no,24,no,no,15,4.67,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
44,entrepreneur,married,tertiary,no,468,yes,yes,15,4.82,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
38,self-employed,married,tertiary,no,0,no,yes,15,1.28,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
41,management,married,tertiary,no,4,yes,no,15,1.05,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
45,admin.,married,secondary,no,0,no,yes,15,8.88,3,-1,0,success,1,7,-42.7,1.4,4.955,5228.1,93.918
26,blue-collar,married,secondary,no,155,no,yes,15,1.27,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
25,services,single,secondary,no,333,no,yes,15,17.6,2,-1,0,success,1,7,-42.7,1.4,4.955,5228.1,93.918
56,admin.,married,secondary,no,105,no,no,15,1.33,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
29,housemaid,married,primary,no,0,yes,no,15,5.28,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
35,blue-collar,divorced,secondary,no,0,no,no,15,2.15,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
59,blue-collar,divorced,secondary,no,0,no,yes,15,3.95,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
38,services,single,secondary,no,164,no,yes,15,3.13,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
58,management,married,tertiary,no,3864,yes,no,15,13.58,4,-1,0,success,1,7,-42.7,1.4,4.955,5228.1,93.918
40,entrepreneur,single,secondary,no,5,no,yes,15,1.95,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
37,management,married,tertiary,no,1094,yes,no,15,1.68,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
48,management,married,tertiary,no,269,yes,no,15,1.82,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
41,technician,married,secondary,no,1321,yes,no,15,5.25,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
42,management,married,tertiary,no,843,no,yes,15,3.77,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
26,services,married,secondary,yes,27,yes,no,15,0.82,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
51,retired,married,secondary,no,509,yes,no,15,2.02,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
60,retired,married,secondary,no,1091,no,yes,15,12.97,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
41,housemaid,married,secondary,no,0,yes,yes,15,6.13,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
40,entrepreneur,married,secondary,no,0,no,yes,15,1.72,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
46,services,married,secondary,no,311,yes,yes,15,3.87,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
43,admin.,married,secondary,no,59,yes,no,15,1.0,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
42,management,married,tertiary,no,-100,yes,no,15,1.45,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
31,admin.,married,secondary,no,10,no,no,15,2.6,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
56,unemployed,divorced,primary,no,109,no,no,15,15.4,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
32,management,single,tertiary,no,752,yes,no,15,4.27,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
51,self-employed,married,tertiary,no,146,no,no,15,2.2,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
60,management,divorced,tertiary,yes,20,no,yes,15,3.45,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
53,blue-collar,married,secondary,no,0,no,yes,15,2.53,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
34,blue-collar,married,secondary,no,291,yes,no,15,10.77,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
30,entrepreneur,married,primary,no,2686,yes,no,15,13.47,3,-1,0,success,1,7,-42.7,1.4,4.955,5228.1,93.918
31,management,married,tertiary,no,582,yes,no,15,0.97,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
42,blue-collar,single,secondary,no,-178,yes,no,15,2.97,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
42,admin.,married,secondary,no,-1386,yes,yes,15,0.93,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
43,management,married,tertiary,no,348,no,yes,15,1.47,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
54,retired,divorced,secondary,no,-57,no,yes,15,6.07,10,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
57,technician,married,secondary,no,458,no,yes,15,2.95,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
38,management,married,tertiary,no,465,yes,yes,15,2.6,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
27,unemployed,married,secondary,no,1228,no,no,15,1.28,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
53,blue-collar,married,primary,no,4143,no,no,15,3.33,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
46,technician,married,secondary,no,1590,yes,no,15,0.98,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
29,blue-collar,married,secondary,no,162,yes,no,15,2.1,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
53,retired,married,secondary,no,1278,yes,no,15,2.9,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
42,management,married,tertiary,no,0,yes,no,15,2.22,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
53,blue-collar,married,primary,no,38,no,yes,15,5.35,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
36,services,married,secondary,no,0,yes,yes,15,3.35,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
36,housemaid,married,secondary,no,0,no,yes,15,9.52,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
36,management,single,tertiary,no,854,yes,yes,15,8.38,6,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
57,admin.,married,secondary,no,1275,no,yes,15,6.28,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
33,technician,married,tertiary,no,-988,yes,yes,15,1.38,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
58,technician,married,secondary,no,0,yes,no,15,0.88,1,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
47,blue-collar,married,primary,no,683,yes,no,15,1.77,12,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
47,management,divorced,tertiary,no,1149,no,yes,15,1.37,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
40,blue-collar,married,secondary,no,299,yes,no,15,3.0,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
41,technician,married,secondary,no,1838,yes,no,15,2.25,1,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
34,services,married,secondary,no,29,yes,no,15,6.45,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
45,self-employed,married,tertiary,no,0,yes,yes,15,6.2,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
31,blue-collar,married,secondary,no,-112,no,yes,15,2.13,1,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
34,blue-collar,single,primary,no,-109,yes,no,15,14.33,4,-1,0,success,1,7,-42.7,1.4,4.955,5228.1,93.918
47,housemaid,married,primary,no,0,yes,no,15,2.7,1,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
25,services,single,secondary,no,-352,no,no,15,4.1,1,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
46,management,married,tertiary,no,182,no,no,15,5.28,1,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
42,blue-collar,married,secondary,no,1,no,no,15,7.7,1,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
48,blue-collar,married,secondary,no,729,yes,no,15,4.62,1,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
37,admin.,married,secondary,no,0,yes,no,15,4.67,6,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
29,management,married,tertiary,no,0,yes,yes,15,3.63,1,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
32,self-employed,married,secondary,no,217,yes,yes,15,5.28,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
57,retired,married,primary,no,1238,yes,no,15,4.57,1,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
34,management,married,tertiary,no,160,yes,yes,15,2.17,1,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
47,blue-collar,married,primary,no,185,no,no,15,1.93,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
47,management,single,tertiary,no,512,no,no,15,1.63,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
28,student,married,tertiary,no,1,no,no,15,1.53,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
41,technician,married,secondary,no,10438,yes,no,15,2.35,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
34,technician,married,secondary,no,0,yes,no,15,2.4,1,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
36,blue-collar,married,secondary,no,0,no,no,15,13.23,1,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
44,admin.,divorced,secondary,no,4353,yes,no,15,1.5,1,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
43,management,single,tertiary,no,8224,yes,no,15,1.17,1,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
45,blue-collar,divorced,primary,no,-207,no,no,15,14.63,2,-1,0,success,1,7,-42.7,1.4,4.955,5228.1,93.918
52,self-employed,single,primary,no,217,no,yes,15,3.22,6,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
27,services,single,secondary,no,1928,no,yes,15,8.55,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
28,unemployed,single,secondary,no,-34,no,no,15,5.92,1,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
51,services,divorced,secondary,no,65,no,yes,15,14.68,1,-1,0,success,1,7,-42.7,1.4,4.955,5228.1,93.918
29,services,single,secondary,no,153,no,no,15,12.23,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
60,retired,married,secondary,no,597,no,no,15,16.35,1,-1,0,success,1,7,-42.7,1.4,4.955,5228.1,93.918
39,blue-collar,married,secondary,no,0,yes,no,15,1.72,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
46,blue-collar,married,primary,no,174,no,yes,15,1.5,1,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
32,management,divorced,tertiary,no,222,no,yes,15,13.67,4,-1,0,success,1,7,-42.7,1.4,4.955,5228.1,93.918
51,entrepreneur,married,secondary,no,-799,no,yes,15,16.68,3,-1,0,success,1,7,-42.7,1.4,4.955,5228.1,93.918
37,unemployed,single,secondary,no,1020,yes,no,15,5.8,1,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
59,housemaid,divorced,secondary,no,122,no,no,15,2.15,1,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
36,management,married,tertiary,no,287,yes,yes,15,1.98,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
33,student,single,tertiary,no,71,no,no,15,1.57,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
45,services,married,secondary,no,24,yes,no,15,3.2,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
27,admin.,single,secondary,no,454,no,yes,15,5.52,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
36,blue-collar,married,secondary,no,-231,no,yes,15,12.98,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
29,management,married,tertiary,no,0,yes,no,15,1.52,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
43,entrepreneur,married,tertiary,no,1,yes,yes,15,1.02,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
35,management,married,tertiary,no,300,yes,no,15,9.25,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
41,admin.,married,tertiary,no,226,yes,no,15,2.62,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
25,technician,single,secondary,no,534,no,no,15,2.78,7,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
36,management,single,tertiary,no,112,yes,no,15,1.38,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
43,technician,single,tertiary,no,1154,no,no,15,10.05,11,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
60,management,married,primary,no,0,yes,no,15,1.85,8,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
31,unemployed,married,secondary,no,31,yes,no,15,3.52,6,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
38,housemaid,married,secondary,no,0,no,no,15,1.75,7,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
37,management,divorced,tertiary,no,1775,no,no,15,8.57,5,-1,0,success,1,7,-42.7,1.4,4.955,5228.1,93.918
35,entrepreneur,married,secondary,no,313,yes,no,15,7.98,1,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
49,retired,divorced,secondary,no,-268,yes,no,15,1.85,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
45,management,married,tertiary,no,0,no,yes,15,1.87,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
44,entrepreneur,married,secondary,no,4389,yes,no,15,2.48,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
32,blue-collar,divorced,primary,no,142,yes,no,15,4.28,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
57,blue-collar,divorced,secondary,no,1103,yes,no,15,1.63,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
40,management,married,tertiary,no,-37,no,yes,15,6.8,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
32,technician,married,tertiary,no,4654,yes,yes,15,2.23,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
36,entrepreneur,married,tertiary,no,84,no,yes,15,5.1,14,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
48,admin.,married,secondary,no,3064,yes,no,15,2.65,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
31,blue-collar,married,secondary,no,0,no,yes,15,4.58,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
54,retired,married,tertiary,no,4104,no,no,15,1.13,8,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
53,technician,divorced,secondary,no,0,yes,yes,15,2.25,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
30,blue-collar,single,primary,no,0,no,no,15,11.93,3,-1,0,success,1,7,-42.7,1.4,4.955,5228.1,93.918
42,technician,married,secondary,no,0,yes,yes,15,4.28,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
39,management,divorced,tertiary,no,5009,yes,no,15,18.05,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
41,blue-collar,divorced,primary,no,664,no,yes,15,15.92,5,-1,0,success,1,7,-42.7,1.4,4.955,5228.1,93.918
44,blue-collar,divorced,secondary,no,-1,no,yes,15,3.23,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
42,services,married,secondary,no,0,no,no,15,3.23,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
56,management,married,primary,no,17,yes,no,15,2.05,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
32,admin.,married,secondary,no,3,yes,yes,15,10.2,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
36,blue-collar,divorced,secondary,no,7051,no,yes,15,1.77,13,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
55,retired,married,primary,no,4459,no,no,15,1.42,8,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
31,blue-collar,married,primary,no,0,yes,no,15,3.95,7,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
31,technician,married,secondary,no,303,yes,no,15,3.27,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
39,blue-collar,married,secondary,no,345,yes,no,15,2.98,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
41,blue-collar,married,primary,no,8,yes,no,15,2.58,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
40,management,married,secondary,no,4025,yes,no,15,1.78,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
38,blue-collar,single,secondary,no,340,no,yes,15,4.33,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
36,services,divorced,secondary,yes,0,no,yes,15,11.45,7,-1,0,success,1,7,-42.7,1.4,4.955,5228.1,93.918
39,admin.,married,secondary,no,1388,yes,no,15,2.5,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
28,admin.,married,secondary,no,317,yes,no,15,11.22,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
30,admin.,married,secondary,no,0,no,no,15,2.12,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
54,retired,divorced,secondary,no,13,yes,no,15,3.28,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
49,blue-collar,divorced,secondary,no,4177,yes,no,15,4.58,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
36,services,married,secondary,no,297,yes,yes,15,2.62,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
50,admin.,married,secondary,no,219,yes,no,15,6.98,7,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
38,technician,married,secondary,no,0,yes,yes,15,2.43,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
38,technician,divorced,tertiary,no,1425,yes,no,15,5.78,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
36,entrepreneur,married,secondary,no,185,yes,no,15,2.27,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
54,blue-collar,married,primary,no,126,yes,no,15,5.95,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
35,admin.,single,tertiary,no,2622,no,no,15,6.23,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
33,admin.,married,secondary,no,0,yes,no,15,2.0,6,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
35,admin.,married,secondary,no,348,yes,yes,15,5.38,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
31,self-employed,single,secondary,no,0,yes,no,15,6.07,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
36,blue-collar,married,secondary,no,3420,yes,no,15,1.63,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
30,management,married,tertiary,no,11,no,no,15,1.4,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
45,technician,married,secondary,no,1786,yes,yes,15,1.3,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
50,management,married,tertiary,no,2629,yes,no,15,0.98,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
45,blue-collar,single,primary,yes,-183,no,yes,15,6.58,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
39,technician,single,tertiary,no,1531,no,no,15,9.05,6,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
58,retired,married,secondary,no,19,no,yes,15,1.77,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
54,entrepreneur,married,secondary,no,0,no,yes,15,3.48,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
37,blue-collar,married,primary,no,20,no,yes,15,7.82,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
31,management,divorced,secondary,no,0,yes,no,15,3.6,7,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
46,entrepreneur,divorced,secondary,no,-563,no,yes,15,12.82,4,-1,0,success,1,7,-42.7,1.4,4.955,5228.1,93.918
37,technician,married,secondary,no,729,yes,no,15,1.92,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
29,student,single,tertiary,no,5,no,no,15,14.82,5,-1,0,success,1,7,-42.7,1.4,4.955,5228.1,93.918
35,management,single,tertiary,no,635,no,no,15,9.12,12,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
25,blue-collar,married,secondary,no,0,no,yes,15,23.73,4,-1,0,success,1,7,-42.7,1.4,4.955,5228.1,93.918
35,management,married,secondary,no,0,yes,no,15,8.17,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
39,management,married,tertiary,no,285,yes,no,15,13.97,3,-1,0,success,1,7,-42.7,1.4,4.955,5228.1,93.918
40,services,married,secondary,no,884,no,no,15,2.77,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
58,retired,married,tertiary,no,4048,no,yes,15,4.5,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
46,entrepreneur,married,tertiary,no,406,yes,no,15,3.87,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
49,housemaid,married,primary,no,278,yes,no,15,1.87,6,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
36,admin.,married,secondary,no,898,no,no,15,1.97,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
33,technician,single,secondary,no,-325,yes,no,15,2.65,6,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
52,services,married,secondary,no,497,yes,no,15,4.42,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
42,blue-collar,divorced,secondary,no,667,yes,no,15,6.98,8,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
31,technician,married,secondary,no,0,no,yes,15,10.4,6,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
54,technician,divorced,secondary,no,765,yes,yes,15,13.53,3,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
44,management,married,tertiary,no,764,no,yes,15,1.62,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
27,entrepreneur,married,tertiary,no,139,no,no,15,7.47,5,-1,0,success,1,7,-42.7,1.4,4.955,5228.1,93.918
35,blue-collar,single,secondary,no,885,yes,no,15,10.53,6,-1,0,success,1,7,-42.7,1.4,4.955,5228.1,93.918
37,management,married,tertiary,no,6014,yes,no,15,2.72,6,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
51,blue-collar,married,secondary,no,463,yes,yes,15,1.9,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
38,management,single,tertiary,no,83,no,yes,15,0.53,7,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
52,admin.,married,secondary,no,82,yes,yes,15,19.03,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
43,technician,single,secondary,no,326,yes,no,15,1.45,8,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
53,blue-collar,married,secondary,no,6258,yes,no,15,1.03,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
60,entrepreneur,married,secondary,no,480,no,yes,15,5.68,6,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
36,services,married,secondary,no,321,yes,no,15,2.67,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
25,blue-collar,single,secondary,no,377,no,no,15,23.53,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
37,services,single,secondary,no,459,no,no,16,1.02,14,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
39,management,married,tertiary,no,0,no,no,16,0.68,6,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
36,services,married,secondary,no,0,yes,no,16,4.6,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
44,admin.,married,secondary,no,345,yes,no,16,3.47,8,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
45,management,married,tertiary,no,1063,yes,no,16,0.68,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
32,technician,single,secondary,no,210,yes,no,16,4.97,2,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
28,management,single,tertiary,no,0,yes,no,16,12.78,5,-1,0,success,1,7,-42.7,1.4,4.955,5228.1,93.918
36,management,married,tertiary,no,446,yes,no,16,2.9,5,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
29,blue-collar,married,secondary,no,0,yes,no,16,3.1,4,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
53,technician,married,secondary,no,2818,yes,no,16,5.83,7,-1,0,success,0,7,-42.7,1.4,4.955,5228.1,93.918
